frame,frame_ms,render_ms,input_ms,movement_ms,npc_ms,combat_ms,animation_ms,npcs,corpses,drops,avatar_moved
1477,32.008,16.261,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1478,31.673,16.075,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1479,31.226,16.074,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1480,31.983,16.209,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1481,33.076,16.101,0.000,0.001,0.017,0.001,0.001,60,0,6,false
1482,31.234,16.148,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1483,31.300,16.134,0.008,0.012,0.016,0.001,0.001,60,0,6,true
1484,32.025,16.129,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1485,31.556,16.117,0.000,0.010,0.010,0.001,0.001,60,0,6,true
1486,31.967,16.396,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1487,31.962,16.431,0.001,0.001,0.012,0.001,0.001,60,0,6,false
1488,32.022,16.411,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1489,33.004,16.309,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1490,31.999,16.548,0.001,0.002,0.017,0.001,0.001,60,0,6,false
1491,31.602,16.461,0.001,0.002,0.018,0.001,0.001,60,0,6,false
1492,32.007,16.477,0.009,0.016,0.020,0.002,0.001,60,0,6,true
1493,32.619,16.784,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1494,36.013,19.238,0.000,0.012,0.010,0.001,0.004,60,0,6,true
1495,31.832,16.099,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1496,32.468,16.846,0.000,0.012,0.011,0.001,0.002,60,0,6,false
1497,34.279,18.940,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1498,31.912,16.278,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1499,32.993,16.268,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1500,31.999,16.757,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1501,31.998,16.239,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1502,33.007,16.704,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1503,34.402,18.885,0.008,0.012,0.008,0.001,0.001,60,0,6,false
1504,31.923,16.365,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1505,31.796,16.306,0.000,0.010,0.014,0.001,0.001,60,0,6,false
1506,32.036,16.637,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1507,34.200,19.127,0.000,0.009,0.010,0.001,0.001,60,0,6,false
1508,32.013,16.150,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1509,30.992,15.892,0.000,0.001,0.017,0.001,0.001,60,0,6,false
1510,31.879,16.193,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1511,31.584,16.176,0.007,0.013,0.016,0.001,0.001,60,0,6,true
1512,32.008,16.266,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1513,31.845,16.285,0.000,0.003,0.013,0.001,0.001,60,0,6,false
1514,31.767,16.432,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1515,32.993,16.209,0.000,0.003,0.010,0.001,0.001,60,0,6,false
1516,32.020,16.238,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1517,32.002,16.182,0.007,0.010,0.012,0.001,0.001,60,0,6,true
1518,32.992,15.998,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1519,32.001,16.169,0.000,0.023,0.018,0.001,0.001,60,0,6,true
1520,31.996,16.221,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1521,32.996,16.152,0.000,0.013,0.016,0.001,0.001,60,0,6,true
1522,31.999,15.790,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1523,32.007,15.830,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1524,30.995,15.758,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1525,32.626,16.633,0.000,0.002,0.015,0.001,0.001,60,0,6,false
1526,31.073,16.056,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1527,31.556,15.979,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1528,31.539,16.003,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1529,31.225,15.766,0.000,0.001,0.031,0.001,0.001,60,0,6,false
1530,32.544,15.690,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1531,32.474,15.723,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1532,30.798,15.727,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1533,33.016,16.040,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1534,31.524,15.934,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1535,31.735,16.134,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1536,31.061,15.981,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1537,31.663,16.078,0.000,0.001,0.020,0.001,0.001,60,0,6,false
1538,31.993,16.169,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1539,32.890,15.908,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1540,31.026,15.958,0.009,0.021,0.019,0.001,0.001,60,0,6,true
1541,31.672,15.852,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1542,31.340,15.851,0.000,0.051,0.010,0.001,0.001,60,0,6,true
1543,32.297,15.597,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1544,30.762,15.670,0.000,0.008,0.010,0.001,0.001,60,0,6,true
1545,30.687,15.530,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1546,30.978,15.778,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1547,30.996,15.694,0.026,0.009,0.013,0.001,0.001,60,0,6,true
1548,30.998,15.755,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1549,30.944,15.760,0.000,0.008,0.010,0.001,0.001,60,0,6,true
1550,31.597,15.765,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1551,32.715,15.943,0.000,0.009,0.012,0.001,0.001,60,0,6,true
1552,31.079,15.931,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1553,31.016,15.968,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1554,31.014,15.680,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1555,31.121,15.671,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1556,32.114,15.803,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1557,32.014,16.106,0.001,0.001,0.012,0.001,0.001,60,0,6,false
1558,32.036,16.537,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1559,31.493,16.043,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1560,31.384,15.674,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1561,32.495,15.648,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1562,32.067,15.688,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1563,30.982,15.720,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1564,30.989,15.712,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1565,31.294,15.669,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1566,32.016,15.589,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1567,31.195,15.703,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1568,31.089,15.520,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1569,31.479,16.081,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1570,31.243,16.088,0.000,0.001,0.010,0.001,0.000,60,0,6,false
1571,31.313,15.844,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1572,31.672,15.919,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1573,31.994,16.258,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1574,31.281,15.726,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1575,31.028,15.941,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1576,31.654,15.914,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1577,31.017,15.865,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1578,32.560,15.826,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1579,31.010,15.953,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1580,31.024,15.839,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1581,32.454,15.914,0.012,0.013,0.009,0.001,0.001,60,0,6,true
1582,31.002,15.652,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1583,31.483,16.231,0.000,0.013,0.015,0.001,0.001,60,0,6,true
1584,33.106,16.148,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1585,33.226,16.252,0.000,0.010,0.011,0.001,0.001,60,0,6,true
1586,31.597,16.284,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1587,31.414,16.360,0.000,0.008,0.010,0.001,0.001,60,0,6,true
1588,31.999,16.413,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1589,33.486,16.600,0.000,0.012,0.012,0.001,0.001,60,0,6,true
1590,31.890,16.516,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1591,32.241,16.693,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1592,33.040,16.596,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1593,31.967,16.616,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1594,32.502,16.493,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1595,32.020,16.255,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1596,33.197,16.344,0.000,0.001,0.017,0.001,0.001,60,0,6,false
1597,32.360,16.564,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1598,33.047,16.712,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1599,31.986,16.400,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1600,32.894,16.734,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1601,33.146,16.618,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1602,32.092,16.601,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1603,32.018,16.495,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1604,31.786,16.444,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1605,33.270,16.544,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1606,31.321,16.270,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1607,33.280,16.302,0.009,0.012,0.009,0.001,0.001,60,0,6,true
1608,31.794,16.611,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1609,31.945,16.656,0.000,0.008,0.009,0.001,0.001,60,0,6,true
1610,31.704,16.176,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1611,31.958,16.656,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1612,32.013,16.655,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1613,31.962,16.686,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1614,32.268,16.750,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1615,32.339,16.787,0.001,0.001,0.012,0.001,0.001,60,0,6,false
1616,33.619,16.784,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1617,32.065,16.655,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1618,32.492,16.623,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1619,32.224,16.949,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1620,32.710,16.718,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1621,32.080,16.840,0.008,0.013,0.011,0.001,0.001,60,0,6,true
1622,32.029,16.744,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1623,32.027,16.430,0.000,0.009,0.010,0.001,0.001,60,0,6,true
1624,31.972,16.658,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1625,31.986,16.455,0.000,0.008,0.011,0.001,0.001,60,0,6,true
1626,32.011,16.418,0.000,0.002,0.012,0.001,0.001,60,0,6,false
1627,31.850,16.189,0.000,0.010,0.010,0.001,0.001,60,0,6,true
1628,31.996,16.429,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1629,32.072,16.397,0.000,0.009,0.010,0.001,0.001,60,0,6,true
1630,32.058,16.338,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1631,34.698,19.573,0.000,0.009,0.016,0.001,0.002,60,0,6,true
1632,34.684,19.421,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1633,31.732,16.307,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1634,31.683,16.018,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1635,31.834,16.275,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1636,31.302,16.116,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1637,31.239,16.166,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1638,31.046,15.919,0.000,0.001,0.008,0.000,0.001,60,0,6,false
1639,32.036,16.081,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1640,31.196,15.913,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1641,31.008,15.899,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1642,32.373,15.969,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1643,31.931,16.050,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1644,31.620,16.333,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1645,33.091,16.144,0.000,0.001,0.009,0.000,0.001,60,0,6,false
1646,31.485,16.241,0.000,0.001,0.011,0.000,0.001,60,0,6,false
1647,31.557,16.156,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1648,32.145,16.143,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1649,31.968,16.098,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1650,31.596,16.400,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1651,32.025,16.230,0.009,0.026,0.010,0.001,0.001,60,0,6,true
1652,32.026,16.151,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1653,31.889,15.963,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1654,32.461,15.817,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1655,32.109,16.118,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1656,31.658,16.064,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1657,32.520,15.959,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1658,32.339,16.444,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1659,33.296,16.311,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1660,31.530,16.349,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1661,32.342,16.185,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1662,31.424,16.140,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1663,32.224,16.209,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1664,31.586,16.218,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1665,33.087,16.302,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1666,32.006,16.241,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1667,31.817,16.227,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1668,31.530,16.310,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1669,31.586,16.279,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1670,31.954,16.217,0.009,0.043,0.009,0.001,0.001,60,0,6,true
1671,31.890,16.135,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1672,31.973,16.196,0.000,0.006,0.010,0.001,0.001,60,0,6,true
1673,31.612,16.398,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1674,32.045,16.322,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1675,31.991,16.346,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1676,32.023,16.244,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1677,32.067,16.374,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1678,32.021,16.492,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1679,31.616,16.480,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1680,31.933,16.709,0.001,0.001,0.013,0.001,0.001,60,0,6,false
1681,32.163,16.567,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1682,32.006,16.755,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1683,32.161,16.456,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1684,31.680,16.351,0.010,0.011,0.011,0.001,0.001,60,0,6,true
1685,31.669,16.405,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1686,31.758,16.351,0.000,0.003,0.010,0.001,0.001,60,0,6,false
1687,33.035,16.358,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1688,32.014,16.400,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1689,31.615,16.363,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1690,32.018,16.278,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1691,32.208,16.377,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1692,32.162,16.447,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1693,33.375,16.371,0.001,0.001,0.012,0.001,0.001,60,0,6,false
1694,33.094,16.400,0.000,0.002,0.012,0.001,0.001,60,0,6,false
1695,32.015,16.445,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1696,31.583,16.503,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1697,31.237,16.138,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1698,31.831,16.382,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1699,31.793,16.250,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1700,32.002,16.407,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1701,32.015,16.216,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1702,31.432,16.114,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1703,31.472,16.297,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1704,31.663,16.199,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1705,32.002,16.302,0.000,0.001,0.019,0.001,0.001,60,0,6,false
1706,31.903,16.533,0.009,0.010,0.012,0.001,0.001,60,0,6,true
1707,32.023,16.889,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1708,32.026,16.592,0.000,0.007,0.011,0.001,0.001,60,0,6,true
1709,32.038,16.419,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1710,32.006,16.590,0.000,0.006,0.011,0.001,0.001,60,0,6,true
1711,31.438,16.385,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1712,31.922,16.311,0.000,0.006,0.011,0.001,0.001,60,0,6,true
1713,32.014,16.201,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1714,31.666,15.828,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1715,31.017,15.861,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1716,32.422,15.912,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1717,30.894,15.634,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1718,30.762,15.709,0.001,0.001,0.010,0.001,0.001,60,0,6,false
1719,31.267,15.699,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1720,31.025,15.735,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1721,31.217,15.610,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1722,31.005,15.752,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1723,31.917,15.909,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1724,30.710,15.527,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1725,31.339,15.908,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1726,31.026,15.888,0.001,0.001,0.015,0.001,0.001,60,0,6,false
1727,31.990,16.816,0.001,0.002,0.019,0.002,0.001,60,0,6,false
1728,32.022,16.103,0.000,0.001,0.016,0.002,0.001,60,0,6,false
1729,31.980,16.189,0.001,0.001,0.015,0.001,0.001,60,0,6,false
1730,31.144,16.015,0.001,0.002,0.015,0.002,0.001,60,0,6,false
1731,32.235,16.415,0.001,0.001,0.013,0.001,0.001,60,0,6,false
1732,31.282,15.870,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1733,31.253,15.864,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1734,31.080,15.714,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1735,30.959,15.932,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1736,32.503,15.682,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1737,31.396,15.583,0.000,0.001,0.020,0.002,0.001,60,0,6,false
1738,30.982,15.709,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1739,32.087,15.677,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1740,31.030,15.742,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1741,31.103,15.867,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1742,31.001,15.660,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1743,30.998,15.604,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1744,33.002,16.074,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1745,32.993,16.108,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1746,32.998,16.076,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1747,31.997,15.934,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1748,31.000,15.764,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1749,30.998,15.889,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1750,32.999,16.818,0.010,0.011,0.030,0.001,0.001,60,0,6,true
1751,31.002,15.395,0.000,0.002,0.011,0.001,0.003,60,0,6,false
1752,31.993,15.293,0.000,0.008,0.011,0.001,0.001,60,0,6,true
1753,30.000,14.906,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1754,30.996,14.881,0.000,0.007,0.011,0.001,0.001,60,0,6,true
1755,30.001,14.748,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1756,30.998,14.732,0.000,0.016,0.017,0.001,0.001,60,0,6,true
1757,29.997,14.523,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1758,29.998,14.360,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1759,29.701,14.398,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1760,30.996,14.227,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1761,30.997,14.224,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1762,30.010,14.062,0.000,0.001,0.009,0.001,0.002,60,0,6,false
1763,32.985,16.978,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1764,30.004,14.213,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1765,32.989,16.788,0.009,0.012,0.011,0.001,0.001,60,0,6,true
1766,30.008,14.143,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1767,32.988,16.696,0.000,0.006,0.009,0.001,0.001,60,0,6,true
1768,29.304,13.876,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1769,32.396,16.518,0.000,0.005,0.009,0.001,0.001,60,0,6,true
1770,29.341,13.998,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1771,29.555,14.090,0.000,0.006,0.012,0.001,0.001,60,0,6,true
1772,30.429,13.791,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1773,30.578,13.652,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1774,32.026,16.721,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1775,30.033,14.037,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1776,32.013,16.298,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1777,29.998,14.217,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1778,29.317,13.920,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1779,29.311,13.806,0.000,0.001,0.010,0.001,0.002,60,0,6,false
1780,31.507,16.489,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1781,29.035,13.836,0.000,0.001,0.008,0.001,0.001,60,0,6,false
1782,29.018,13.885,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1783,32.018,16.308,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1784,29.014,13.781,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1785,32.028,16.116,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1786,31.844,16.075,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1787,29.481,13.607,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1788,29.386,13.814,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1789,32.588,16.733,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1790,29.180,13.775,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1791,31.998,16.434,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1792,28.991,13.588,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1793,29.154,13.931,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1794,29.041,13.954,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1795,31.604,16.418,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1796,29.503,14.076,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1797,28.865,13.674,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1798,29.041,13.936,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1799,29.218,13.619,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1800,31.907,15.968,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1801,28.985,13.871,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1802,30.554,15.130,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1803,29.738,13.921,0.000,0.001,0.010,0.000,0.001,60,0,6,false
1804,30.089,13.891,0.000,0.001,0.009,0.001,0.001,60,0,6,false
1805,31.998,16.551,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1806,29.039,14.020,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1807,29.024,13.964,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1808,29.019,13.885,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1809,32.284,16.262,0.010,0.011,0.012,0.001,0.001,60,0,6,true
1810,29.017,13.897,0.001,0.002,0.019,0.002,0.002,60,0,6,false
1811,31.446,15.988,0.000,0.012,0.013,0.001,0.001,60,0,6,true
1812,28.884,13.410,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1813,30.234,13.325,0.000,0.005,0.012,0.001,0.001,60,0,6,true
1814,29.013,13.280,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1815,32.257,15.655,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1816,29.857,14.357,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1817,30.916,15.372,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1818,28.322,13.135,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1819,28.706,13.058,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1820,29.011,13.035,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1821,28.979,13.044,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1822,29.017,13.139,0.001,0.001,0.011,0.001,0.001,60,0,6,false
1823,29.036,13.191,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1824,32.183,15.296,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1825,31.204,15.368,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1826,31.313,15.361,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1827,30.846,15.432,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1828,28.923,12.991,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1829,28.719,13.012,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1830,28.022,12.962,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1831,28.365,13.133,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1832,28.086,13.003,0.000,0.002,0.012,0.001,0.001,60,0,6,false
1833,28.091,12.865,0.000,0.001,0.062,0.001,0.001,60,0,6,false
