frame,frame_ms,render_ms,input_ms,movement_ms,npc_ms,combat_ms,animation_ms,npcs,corpses,drops,avatar_moved
744,29.204,13.722,0.000,0.009,0.029,0.002,0.001,60,0,6,true
745,31.815,16.129,0.000,0.013,0.024,0.008,0.001,60,0,6,false
746,30.426,13.778,0.000,0.042,0.029,0.010,0.001,60,0,6,true
747,29.040,13.788,0.000,0.026,0.028,0.001,0.001,60,0,6,false
748,31.216,15.959,0.000,0.001,0.025,0.001,0.001,60,0,6,false
749,30.065,13.810,0.000,0.001,0.024,0.001,0.001,60,0,6,false
750,31.008,15.900,0.000,0.001,0.023,0.001,0.001,60,0,6,false
751,31.912,16.003,0.000,0.001,0.025,0.001,0.001,60,0,6,false
752,29.025,13.971,0.000,0.002,0.030,0.001,0.001,60,0,6,false
753,30.033,14.173,0.000,0.001,0.030,0.001,0.001,60,0,6,false
754,29.188,13.968,0.000,0.001,0.026,0.001,0.001,60,0,6,false
755,29.095,13.690,0.000,0.001,0.024,0.001,0.001,60,0,6,false
756,28.597,13.541,0.000,0.002,0.024,0.001,0.001,60,0,6,false
757,28.852,13.776,0.000,0.001,0.024,0.001,0.001,60,0,6,false
758,29.617,14.044,0.000,0.001,0.030,0.002,0.001,60,0,6,false
759,29.017,13.769,0.000,0.001,0.023,0.001,0.001,60,0,6,false
760,31.152,14.133,0.000,0.001,0.025,0.001,0.002,60,0,6,false
761,32.027,16.213,0.000,0.001,0.023,0.001,0.001,60,0,6,false
762,30.004,14.022,0.000,0.001,0.039,0.001,0.001,60,0,6,false
763,31.992,16.116,0.001,0.002,0.048,0.002,0.001,60,0,6,false
764,30.006,13.995,0.001,0.002,0.059,0.001,0.001,60,0,6,false
765,32.173,16.745,0.000,0.002,0.024,0.001,0.001,60,0,6,false
766,30.891,13.910,0.001,0.001,0.019,0.001,0.001,60,0,6,false
767,31.670,16.303,0.000,0.001,0.020,0.001,0.001,60,0,6,false
768,28.922,13.867,0.000,0.001,0.045,0.001,0.001,60,0,6,false
769,29.497,13.951,0.000,0.001,0.020,0.001,0.001,60,0,6,false
770,29.174,14.022,0.000,0.001,0.020,0.001,0.001,60,0,6,false
771,30.042,14.068,0.001,0.001,0.021,0.001,0.001,60,0,6,false
772,30.032,14.690,0.001,0.001,0.021,0.001,0.001,60,0,6,false
773,29.865,13.896,0.000,0.001,0.019,0.001,0.002,60,0,6,false
774,31.246,16.102,0.000,0.001,0.018,0.001,0.001,60,0,6,false
775,29.000,13.849,0.000,0.001,0.016,0.001,0.001,60,0,6,false
776,28.847,13.747,0.000,0.001,0.021,0.001,0.001,60,0,6,false
777,29.236,13.724,0.000,0.001,0.017,0.001,0.001,60,0,6,false
778,29.048,13.558,0.000,0.001,0.019,0.001,0.001,60,0,6,false
779,32.136,16.124,0.009,0.016,0.047,0.001,0.001,60,0,6,true
780,28.948,13.419,0.000,0.001,0.018,0.001,0.001,60,0,6,false
781,28.579,13.494,0.000,0.010,0.018,0.001,0.001,60,0,6,true
782,29.597,13.596,0.000,0.001,0.019,0.001,0.001,60,0,6,false
783,29.597,13.611,0.000,0.008,0.021,0.001,0.001,60,0,6,true
784,31.860,16.013,0.000,0.001,0.021,0.001,0.001,60,0,6,false
785,29.025,13.504,0.000,0.007,0.018,0.001,0.001,60,0,6,true
786,30.351,13.555,0.001,0.001,0.022,0.001,0.001,60,0,6,false
787,32.003,16.080,0.001,0.001,0.023,0.001,0.001,60,0,6,false
788,29.939,14.569,0.001,0.001,0.020,0.001,0.001,60,0,6,false
789,29.614,14.001,0.000,0.001,0.019,0.001,0.001,60,0,6,false
790,28.596,13.487,0.000,0.001,0.021,0.001,0.001,60,0,6,false
791,30.022,14.254,0.000,0.001,0.022,0.001,0.001,60,0,6,false
792,29.009,13.717,0.000,0.001,0.020,0.001,0.002,60,0,6,false
793,31.998,16.058,0.000,0.001,0.021,0.001,0.001,60,0,6,false
794,29.663,14.023,0.000,0.001,0.024,0.001,0.001,60,0,6,false
795,29.047,13.476,0.000,0.001,0.018,0.001,0.001,60,0,6,false
796,29.282,13.307,0.000,0.001,0.017,0.001,0.002,60,0,6,false
797,31.190,16.028,0.000,0.001,0.018,0.001,0.001,60,0,6,false
798,29.358,13.684,0.000,0.002,0.021,0.001,0.001,60,0,6,false
799,28.986,13.716,0.000,0.001,0.022,0.001,0.001,60,0,6,false
800,29.476,13.609,0.000,0.001,0.022,0.001,0.001,60,0,6,false
801,28.837,13.643,0.000,0.001,0.021,0.001,0.001,60,0,6,false
802,30.027,13.528,0.000,0.001,0.022,0.001,0.002,60,0,6,false
803,32.033,16.071,0.000,0.001,0.019,0.001,0.001,60,0,6,false
804,29.006,13.745,0.000,0.002,0.020,0.001,0.001,60,0,6,false
805,31.466,16.130,0.009,0.020,0.028,0.001,0.001,60,0,6,true
806,30.219,13.204,0.000,0.001,0.021,0.001,0.001,60,0,6,false
807,28.499,13.433,0.001,0.023,0.034,0.002,0.001,60,0,6,true
808,29.011,13.306,0.000,0.001,0.023,0.001,0.001,60,0,6,false
809,28.607,13.087,0.000,0.021,0.021,0.001,0.001,60,0,6,true
810,28.022,12.953,0.000,0.001,0.021,0.001,0.001,60,0,6,false
811,30.004,13.032,0.000,0.001,0.023,0.001,0.001,60,0,6,false
812,30.846,15.430,0.000,0.001,0.023,0.001,0.001,60,0,6,false
813,28.935,12.973,0.000,0.001,0.023,0.001,0.001,60,0,6,false
814,28.694,13.105,0.001,0.003,0.023,0.001,0.001,60,0,6,false
815,28.442,13.160,0.000,0.001,0.019,0.001,0.001,60,0,6,false
816,28.835,13.203,0.000,0.001,0.022,0.001,0.001,60,0,6,false
817,29.703,12.947,0.000,0.001,0.021,0.001,0.001,60,0,6,false
818,28.239,12.993,0.000,0.001,0.024,0.001,0.001,60,0,6,false
819,28.912,13.188,0.000,0.001,0.020,0.001,0.001,60,0,6,false
820,29.014,13.161,0.000,0.001,0.019,0.001,0.002,60,0,6,false
821,31.304,15.574,0.001,0.001,0.021,0.001,0.001,60,0,6,false
822,30.961,15.514,0.000,0.001,0.017,0.001,0.001,60,0,6,false
823,28.507,13.024,0.000,0.001,0.018,0.001,0.001,60,0,6,false
824,29.046,13.235,0.000,0.001,0.022,0.001,0.001,60,0,6,false
825,28.860,13.255,0.000,0.001,0.021,0.001,0.001,60,0,6,false
826,28.420,13.104,0.000,0.001,0.019,0.001,0.001,60,0,6,false
827,28.818,13.049,0.000,0.001,0.021,0.001,0.001,60,0,6,false
828,28.692,13.228,0.000,0.001,0.019,0.001,0.002,60,0,6,false
829,32.290,15.923,0.000,0.001,0.022,0.001,0.001,60,0,6,false
830,30.717,15.517,0.000,0.001,0.025,0.001,0.001,60,0,6,false
831,28.430,12.999,0.000,0.001,0.019,0.001,0.001,60,0,6,false
832,30.020,13.173,0.000,0.001,0.019,0.001,0.001,60,0,6,false
833,29.042,13.089,0.000,0.001,0.023,0.001,0.001,60,0,6,false
834,29.429,14.307,0.009,0.024,0.026,0.001,0.001,60,0,6,true
835,30.191,13.194,0.000,0.001,0.020,0.001,0.001,60,0,6,false
836,30.611,15.552,0.000,0.003,0.020,0.001,0.001,60,0,6,false
837,28.550,12.996,0.000,0.001,0.018,0.001,0.001,60,0,6,false
838,28.463,13.169,0.000,0.001,0.020,0.001,0.001,60,0,6,false
839,28.790,13.135,0.000,0.001,0.027,0.001,0.001,60,0,6,false
840,28.237,13.158,0.000,0.001,0.020,0.001,0.001,60,0,6,false
841,27.980,12.840,0.000,0.001,0.020,0.001,0.001,60,0,6,false
842,28.589,12.856,0.000,0.001,0.021,0.001,0.001,60,0,6,false
843,28.457,13.045,0.000,0.001,0.018,0.001,0.001,60,0,6,false
844,28.079,13.004,0.000,0.001,0.018,0.001,0.001,60,0,6,false
845,28.719,13.157,0.008,0.013,0.021,0.001,0.001,60,0,6,true
846,28.025,12.805,0.000,0.001,0.019,0.001,0.001,60,0,6,false
847,28.148,12.717,0.000,0.001,0.018,0.001,0.002,60,0,6,false
848,30.719,15.586,0.000,0.001,0.021,0.001,0.001,60,0,6,false
849,28.961,13.035,0.000,0.001,0.018,0.001,0.001,60,0,6,false
850,29.725,12.784,0.000,0.001,0.021,0.001,0.001,60,0,6,false
851,28.076,12.800,0.000,0.001,0.018,0.001,0.001,60,0,6,false
852,31.003,15.341,0.000,0.001,0.017,0.001,0.001,60,0,6,false
853,31.251,15.390,0.000,0.001,0.017,0.001,0.001,60,0,6,false
854,31.426,14.856,0.000,0.001,0.017,0.001,0.001,60,0,6,false
855,30.986,15.368,0.008,0.013,0.052,0.001,0.001,60,0,6,true
856,31.010,15.043,0.000,0.001,0.020,0.001,0.001,60,0,6,false
857,31.017,14.992,0.000,0.009,0.053,0.013,0.001,60,0,6,true
858,31.032,14.950,0.000,0.001,0.020,0.001,0.001,60,0,6,false
859,31.007,15.081,0.000,0.001,0.024,0.001,0.001,60,0,6,false
860,30.190,14.214,0.000,0.001,0.016,0.001,0.001,60,0,6,false
861,30.520,15.084,0.000,0.001,0.019,0.001,0.001,60,0,6,false
862,28.521,12.788,0.000,0.001,0.019,0.001,0.001,60,0,6,false
863,27.951,12.756,0.000,0.001,0.019,0.001,0.001,60,0,6,false
864,28.367,13.200,0.000,0.001,0.033,0.001,0.001,60,0,6,false
865,28.563,12.713,0.000,0.001,0.021,0.001,0.001,60,0,6,false
866,29.123,12.636,0.000,0.001,0.017,0.001,0.001,60,0,6,false
867,31.542,14.909,0.000,0.001,0.018,0.001,0.001,60,0,6,false
868,32.340,15.337,0.001,0.002,0.022,0.002,0.001,60,0,6,false
869,29.651,14.173,0.000,0.001,0.019,0.001,0.001,60,0,6,false
870,28.960,13.013,0.000,0.001,0.018,0.001,0.001,60,0,6,false
871,28.510,12.925,0.000,0.001,0.021,0.001,0.001,60,0,6,false
872,29.368,12.703,0.000,0.001,0.020,0.001,0.001,60,0,6,false
873,30.077,14.889,0.001,0.001,0.027,0.001,0.001,60,0,6,false
874,30.031,14.965,0.000,0.001,0.017,0.001,0.001,60,0,6,false
875,28.809,12.844,0.000,0.001,0.019,0.001,0.001,60,0,6,false
876,28.126,12.664,0.000,0.001,0.018,0.001,0.001,60,0,6,false
877,30.690,15.520,0.001,0.001,0.024,0.002,0.001,60,0,6,false
878,28.309,12.848,0.000,0.001,0.021,0.001,0.001,60,0,6,false
879,28.257,12.761,0.000,0.001,0.019,0.001,0.001,60,0,6,false
880,30.315,15.113,0.000,0.001,0.019,0.001,0.001,60,0,6,false
881,28.905,12.913,0.000,0.001,0.027,0.001,0.001,60,0,6,false
882,29.734,12.839,0.009,0.014,0.021,0.001,0.001,60,0,6,true
883,27.972,12.734,0.000,0.001,0.018,0.001,0.001,60,0,6,false
884,28.277,12.730,0.000,0.009,0.018,0.001,0.001,60,0,6,true
885,30.013,13.101,0.000,0.001,0.020,0.001,0.001,60,0,6,false
886,30.853,15.552,0.000,0.008,0.024,0.001,0.001,60,0,6,true
887,28.422,13.208,0.000,0.001,0.018,0.001,0.001,60,0,6,false
888,30.066,13.206,0.000,0.001,0.020,0.001,0.001,60,0,6,false
889,29.018,13.612,0.000,0.001,0.026,0.001,0.002,60,0,6,false
890,30.998,15.451,0.000,0.001,0.016,0.001,0.001,60,0,6,false
891,31.018,15.382,0.000,0.001,0.017,0.001,0.001,60,0,6,false
892,30.602,15.444,0.000,0.001,0.020,0.001,0.001,60,0,6,false
893,28.829,13.284,0.000,0.001,0.017,0.001,0.001,60,0,6,false
894,28.913,13.110,0.000,0.001,0.020,0.001,0.001,60,0,6,false
895,30.035,13.381,0.000,0.001,0.023,0.001,0.001,60,0,6,false
896,28.542,13.380,0.000,0.001,0.020,0.001,0.001,60,0,6,false
897,28.061,12.971,0.000,0.001,0.022,0.001,0.001,60,0,6,false
898,28.757,13.438,0.000,0.001,0.023,0.001,0.001,60,0,6,false
899,30.034,13.307,0.001,0.001,0.029,0.001,0.001,60,0,6,false
900,29.028,13.169,0.000,0.001,0.020,0.001,0.001,60,0,6,false
901,32.207,15.266,0.000,0.001,0.018,0.001,0.001,60,0,6,false
902,29.961,14.370,0.000,0.001,0.020,0.001,0.001,60,0,6,false
903,29.017,13.665,0.001,0.002,0.032,0.001,0.001,60,0,6,false
904,30.072,13.254,0.000,0.001,0.021,0.001,0.002,60,0,6,false
905,30.633,15.388,0.010,0.017,0.031,0.001,0.001,60,0,6,true
906,30.192,13.467,0.000,0.001,0.049,0.001,0.001,60,0,6,false
907,29.462,13.758,0.001,0.016,0.026,0.001,0.002,60,0,6,true
908,31.262,16.068,0.000,0.002,0.029,0.001,0.001,60,0,6,false
909,29.783,13.787,0.000,0.012,0.021,0.001,0.001,60,0,6,true
910,31.202,16.088,0.000,0.001,0.021,0.001,0.001,60,0,6,false
911,29.944,14.213,0.000,0.001,0.023,0.001,0.001,60,0,6,false
912,29.554,14.040,0.000,0.001,0.022,0.001,0.001,60,0,6,false
913,29.513,13.923,0.000,0.001,0.021,0.001,0.001,60,0,6,false
914,29.911,13.903,0.000,0.001,0.020,0.001,0.002,60,0,6,false
915,32.017,16.247,0.000,0.001,0.018,0.001,0.001,60,0,6,false
916,29.047,13.852,0.000,0.001,0.040,0.001,0.001,60,0,6,false
917,32.022,16.427,0.001,0.001,0.031,0.001,0.001,60,0,6,false
918,28.986,13.800,0.000,0.001,0.018,0.001,0.001,60,0,6,false
919,30.037,13.798,0.000,0.001,0.018,0.001,0.001,60,0,6,false
920,29.211,13.575,0.000,0.001,0.019,0.001,0.001,60,0,6,false
921,32.020,16.125,0.000,0.001,0.017,0.001,0.001,60,0,6,false
922,30.057,14.114,0.000,0.001,0.020,0.001,0.002,60,0,6,false
923,31.637,16.161,0.000,0.001,0.020,0.001,0.001,60,0,6,false
924,30.626,13.847,0.000,0.001,0.019,0.001,0.001,60,0,6,false
925,29.817,14.106,0.000,0.002,0.020,0.001,0.001,60,0,6,false
926,29.543,13.597,0.000,0.001,0.044,0.001,0.001,60,0,6,false
927,30.217,13.918,0.000,0.001,0.029,0.001,0.001,60,0,6,false
928,33.220,16.245,0.000,0.001,0.017,0.001,0.001,60,0,6,false
929,29.459,13.738,0.000,0.001,0.029,0.001,0.002,60,0,6,false
930,31.888,16.172,0.000,0.001,0.018,0.001,0.001,60,0,6,false
931,30.498,13.898,0.000,0.001,0.017,0.001,0.001,60,0,6,false
932,31.835,16.045,0.000,0.001,0.017,0.001,0.001,60,0,6,false
933,29.261,13.678,0.000,0.001,0.020,0.001,0.001,60,0,6,false
934,30.202,13.780,0.000,0.001,0.023,0.001,0.001,60,0,6,false
935,32.084,16.523,0.000,0.001,0.018,0.001,0.001,60,0,6,false
936,29.352,14.072,0.000,0.001,0.019,0.001,0.001,60,0,6,false
937,31.027,14.149,0.009,0.016,0.040,0.001,0.001,60,0,6,true
938,30.717,14.773,0.000,0.001,0.023,0.001,0.001,60,0,6,false
939,31.037,15.416,0.000,0.011,0.021,0.001,0.002,60,0,6,true
940,31.925,16.279,0.000,0.001,0.020,0.001,0.001,60,0,6,false
941,30.596,14.605,0.000,0.009,0.024,0.001,0.001,60,0,6,true
942,30.427,15.378,0.000,0.001,0.018,0.001,0.001,60,0,6,false
943,29.591,14.136,0.000,0.007,0.019,0.001,0.001,60,0,6,true
944,31.012,14.097,0.000,0.001,0.019,0.001,0.001,60,0,6,false
945,30.331,14.341,0.000,0.012,0.020,0.001,0.001,60,0,6,true
946,29.949,14.389,0.000,0.001,0.019,0.001,0.001,60,0,6,false
947,30.428,14.441,0.000,0.007,0.019,0.001,0.001,60,0,6,true
948,31.618,14.718,0.000,0.001,0.019,0.001,0.001,60,0,6,false
949,30.054,14.508,0.000,0.001,0.017,0.001,0.001,60,0,6,false
950,32.153,17.093,0.000,0.001,0.020,0.001,0.001,60,0,6,false
951,29.657,14.625,0.000,0.002,0.025,0.001,0.001,60,0,6,false
952,30.058,14.623,0.000,0.001,0.020,0.001,0.001,60,0,6,false
953,31.034,14.462,0.000,0.001,0.019,0.001,0.001,60,0,6,false
954,29.991,14.757,0.000,0.001,0.019,0.001,0.002,60,0,6,false
955,30.446,14.961,0.001,0.002,0.031,0.001,0.001,60,0,6,false
956,30.005,14.700,0.000,0.001,0.019,0.001,0.001,60,0,6,false
957,30.002,14.546,0.000,0.001,0.020,0.001,0.001,60,0,6,false
958,29.983,14.668,0.000,0.001,0.020,0.001,0.001,60,0,6,false
959,31.471,14.518,0.000,0.001,0.017,0.001,0.001,60,0,6,false
960,30.203,14.590,0.000,0.001,0.019,0.001,0.002,60,0,6,false
961,32.626,17.208,0.000,0.001,0.020,0.001,0.001,60,0,6,false
962,30.023,14.681,0.000,0.001,0.016,0.001,0.001,60,0,6,false
963,30.171,14.651,0.000,0.001,0.017,0.001,0.004,60,0,6,false
964,29.979,14.540,0.000,0.001,0.018,0.001,0.001,60,0,6,false
965,30.030,14.800,0.000,0.001,0.017,0.001,0.001,60,0,6,false
966,30.339,14.600,0.000,0.001,0.018,0.001,0.002,60,0,6,false
967,32.756,16.965,0.000,0.001,0.024,0.001,0.001,60,0,6,false
968,29.696,14.573,0.000,0.001,0.019,0.001,0.001,60,0,6,false
969,29.621,14.381,0.000,0.001,0.028,0.001,0.001,60,0,6,false
970,29.849,14.793,0.001,0.001,0.025,0.002,0.001,60,0,6,false
971,30.360,14.690,0.000,0.001,0.019,0.001,0.001,60,0,6,false
972,30.024,14.579,0.000,0.001,0.017,0.001,0.001,60,0,6,false
973,30.051,14.852,0.000,0.001,0.019,0.001,0.002,60,0,6,false
974,33.010,17.009,0.000,0.001,0.018,0.001,0.001,60,0,6,false
975,30.019,14.338,0.000,0.001,0.017,0.001,0.001,60,0,6,false
976,32.293,17.128,0.000,0.001,0.020,0.003,0.001,60,0,6,false
977,30.499,14.586,0.000,0.001,0.018,0.001,0.001,60,0,6,false
978,29.781,14.539,0.000,0.001,0.017,0.001,0.001,60,0,6,false
979,31.424,14.473,0.000,0.001,0.018,0.001,0.001,60,0,6,false
980,29.594,14.338,0.000,0.001,0.017,0.001,0.001,60,0,6,false
981,29.712,14.659,0.000,0.001,0.019,0.001,0.001,60,0,6,false
982,30.035,14.701,0.000,0.002,0.020,0.001,0.001,60,0,6,false
983,29.622,14.537,0.000,0.002,0.019,0.001,0.001,60,0,6,false
984,29.943,14.359,0.000,0.001,0.020,0.001,0.001,60,0,6,false
985,29.820,14.500,0.000,0.001,0.026,0.001,0.001,60,0,6,false
986,29.436,14.409,0.000,0.001,0.015,0.001,0.001,60,0,6,false
987,29.787,14.748,0.000,0.001,0.018,0.001,0.001,60,0,6,false
988,29.969,14.889,0.000,0.001,0.018,0.001,0.001,60,0,6,false
989,29.955,14.849,0.001,0.001,0.017,0.001,0.001,60,0,6,false
990,30.025,14.566,0.000,0.001,0.018,0.001,0.001,60,0,6,false
991,30.692,14.785,0.000,0.001,0.015,0.001,0.001,60,0,6,false
992,30.036,14.761,0.000,0.001,0.019,0.001,0.002,60,0,6,false
993,34.108,17.175,0.000,0.001,0.023,0.001,0.001,60,0,6,false
994,34.012,18.104,0.001,0.001,0.023,0.002,0.001,60,0,6,false
995,31.303,16.112,0.009,0.017,0.028,0.001,0.001,60,0,6,true
996,30.854,14.902,0.000,0.002,0.028,0.001,0.001,60,0,6,false
997,30.999,14.672,0.000,0.014,0.016,0.001,0.001,60,0,6,true
998,30.763,14.834,0.000,0.001,0.013,0.001,0.001,60,0,6,false
999,32.012,16.194,0.000,0.007,0.014,0.001,0.001,60,0,6,true
1000,30.958,15.116,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1001,30.051,14.917,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1002,30.152,15.028,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1003,30.517,15.071,0.000,0.001,0.017,0.001,0.001,60,0,6,false
1004,30.704,15.015,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1005,30.004,14.876,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1006,30.386,14.841,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1007,30.419,15.162,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1008,31.016,15.035,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1009,31.333,14.952,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1010,30.256,15.057,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1011,30.788,15.044,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1012,30.604,15.079,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1013,29.937,14.879,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1014,31.354,14.907,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1015,30.471,15.171,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1016,30.650,14.841,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1017,31.387,14.775,0.000,0.001,0.023,0.001,0.001,60,0,6,false
1018,31.474,14.963,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1019,33.582,17.434,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1020,30.623,15.432,0.000,0.001,0.011,0.001,0.001,60,0,6,false
1021,31.006,15.301,0.001,0.002,0.017,0.001,0.002,60,0,6,false
1022,33.986,17.819,0.001,0.002,0.018,0.001,0.001,60,0,6,false
1023,31.016,15.245,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1024,30.485,15.138,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1025,31.040,14.741,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1026,30.226,14.783,0.009,0.015,0.023,0.001,0.001,60,0,6,true
1027,30.532,15.420,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1028,31.912,15.191,0.000,0.007,0.013,0.001,0.001,60,0,6,true
1029,31.044,15.103,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1030,30.978,15.075,0.000,0.007,0.013,0.001,0.001,60,0,6,true
1031,30.230,15.127,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1032,32.351,15.458,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1033,31.032,15.400,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1034,30.676,15.327,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1035,30.822,15.286,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1036,30.466,15.274,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1037,31.023,15.513,0.001,0.001,0.015,0.001,0.001,60,0,6,false
1038,31.994,15.447,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1039,32.480,15.514,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1040,30.818,15.231,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1041,31.003,15.366,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1042,30.639,15.413,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1043,31.018,15.490,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1044,30.672,15.347,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1045,30.219,15.191,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1046,31.026,15.581,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1047,30.624,15.301,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1048,32.012,15.173,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1049,31.200,15.269,0.000,0.001,0.024,0.001,0.001,60,0,6,false
1050,30.996,15.422,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1051,30.989,15.275,0.000,0.001,0.010,0.001,0.001,60,0,6,false
1052,32.016,15.777,0.009,0.015,0.019,0.001,0.001,60,0,6,true
1053,31.366,15.580,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1054,31.035,15.669,0.000,0.007,0.013,0.001,0.001,60,0,6,true
1055,31.027,15.724,0.000,0.001,0.018,0.001,0.001,60,0,6,false
1056,30.710,15.532,0.000,0.008,0.015,0.001,0.001,60,0,6,true
1057,30.447,15.114,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1058,31.048,15.504,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1059,31.151,15.501,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1060,31.288,15.334,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1061,32.465,15.479,0.000,0.001,0.013,0.001,0.002,60,0,6,false
1062,33.253,17.832,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1063,32.067,15.171,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1064,30.628,15.427,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1065,30.638,15.518,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1066,30.962,15.719,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1067,31.599,15.836,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1068,31.358,15.441,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1069,31.018,15.066,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1070,30.996,15.491,0.000,0.001,0.018,0.001,0.001,60,0,6,false
1071,31.012,15.371,0.001,0.001,0.016,0.001,0.001,60,0,6,false
1072,31.022,15.314,0.009,0.016,0.016,0.001,0.001,60,0,6,true
1073,32.273,15.665,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1074,31.029,15.642,0.000,0.004,0.014,0.001,0.001,60,0,6,false
1075,31.040,15.537,0.000,0.002,0.013,0.001,0.002,60,0,6,false
1076,33.335,18.040,0.000,0.001,0.012,0.001,0.001,60,0,6,false
1077,30.683,15.657,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1078,32.040,15.782,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1079,31.416,15.688,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1080,32.294,15.454,0.007,0.012,0.015,0.002,0.001,60,0,6,true
1081,31.371,15.662,0.000,0.001,0.019,0.001,0.001,60,0,6,false
1082,30.965,15.514,0.000,0.011,0.015,0.001,0.001,60,0,6,true
1083,30.673,15.436,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1084,31.325,16.054,0.000,0.009,0.021,0.001,0.001,60,0,6,true
1085,31.436,15.657,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1086,32.120,15.621,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1087,30.601,15.346,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1088,32.008,15.629,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1089,30.985,15.327,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1090,30.467,15.341,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1091,30.894,15.586,0.001,0.001,0.014,0.001,0.001,60,0,6,false
1092,31.698,15.696,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1093,31.102,15.663,0.001,0.001,0.015,0.001,0.001,60,0,6,false
1094,30.745,15.132,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1095,30.434,15.355,0.000,0.001,0.013,0.001,0.001,60,0,6,false
1096,30.920,15.411,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1097,30.956,15.716,0.000,0.001,0.017,0.001,0.001,60,0,6,false
1098,32.542,15.744,0.000,0.001,0.015,0.001,0.001,60,0,6,false
1099,31.249,15.605,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1100,30.746,15.701,0.008,0.014,0.014,0.001,0.001,60,0,6,true
1101,30.779,15.692,0.000,0.001,0.016,0.001,0.001,60,0,6,false
1102,31.500,15.748,0.000,0.013,0.017,0.001,0.001,60,0,6,true
1103,31.008,15.228,0.000,0.001,0.018,0.001,0.001,60,0,6,false
1104,30.835,15.156,0.000,0.009,0.015,0.001,0.001,60,0,6,true
1105,30.923,15.284,0.000,0.001,0.014,0.001,0.001,60,0,6,false
1106,31.195,15.135,0.000,0.001,0.015,0.001,0.001,60,0,6,false
